dates,PCE,PCEcore,CPI,GDPD,PCEtrim,CPItrim,CPImedian,CPIsticky,CPIcoresticky,SPFcpi10Y,SPFcpi1Y,SPFpce1Y,SPFgdpd1Y
733347,6.33616087982993,2.35401388633711,9.39379689944815,NaN,2.62523711440657,3.67596404381251,3.41633244868402,3.41210836409403,2.62170081576105,2.4,2.41307906758457,2.41307906758457,2.21775003156877
733377,2.78817732250083,2.41353199373542,3.4725880835385,1.69226065785182,2.59601016695316,2.87295824272417,2.9390379165802,2.75299966403747,2.67659115759872,NaN,NaN,NaN,NaN
733408,3.02609359896842,2.38308854746059,4.13013044060833,NaN,2.52778071842686,3.79798328034603,3.230846772845,3.50802340466982,2.70998630804685,NaN,NaN,NaN,NaN
733439,2.37688716301037,1.16419781302532,2.8978903649449,NaN,2.41070753432331,2.71732111801607,2.81740999376963,2.08213658281399,2.58291888817874,2.5,2.35397165242843,2.35397165242843,2.21976807124502
733468,3.43494563037758,2.35053728706305,4.2859702712942,1.40334507678936,2.44974716003874,3.54196745619731,2.99517905078886,3.32657286678142,2.65325422957359,NaN,NaN,NaN,NaN
733499,2.22489860959385,0.701713370091994,2.7740483586097,NaN,2.46926125903714,2.50658038973268,2.21627213023026,2.61796619423071,2.68864025213751,NaN,NaN,NaN,NaN
733529,5.13728336918859,2.19180470623321,7.08006248174833,NaN,2.51802985302983,3.89606851917126,2.43293201646747,2.88848481545852,2.75542887207825,2.5,2.63024081040806,2.63024081040806,2.36348020446471
733560,8.66933079107817,2.74684053259193,12.5084625565993,2.02359512450911,2.56677467485778,4.85018511715335,3.97369346520014,3.8858416345395,2.89537279588802,NaN,NaN,NaN,NaN
733590,5.56898166715847,2.1574522499904,8.53927847220568,NaN,2.65445552221122,6.29903833742054,3.91161763364114,3.69142042992964,2.96971829577537,NaN,NaN,NaN,NaN
733621,-0.968304837997991,1.46992066870197,-1.78750152995342,NaN,2.59601016695316,1.54220858829414,2.89773835893202,3.12459251762107,3.03789114910715,2.5,2.4917508885181,2.4917508885181,2.20323341883946
733652,0.993445205049071,1.22777697659124,1.02567155960678,3.00578225523047,2.53753063312283,2.62871858425112,3.12504745142201,3.31165019891525,3.03029767313199,NaN,NaN,NaN,NaN
733682,-7.94537847497132,-1.70910443348653,-10.3627396794696,NaN,2.41070753432331,0.121193877187137,2.17782259093037,2.15067958866241,2.88711376991314,NaN,NaN,NaN,NaN
733713,-14.2435284382707,-0.532218218189939,-21.436912911382,NaN,2.32281261192072,0.431922265204057,1.91774678638077,2.06476662190296,2.74834696452998,2.5,1.74071969968833,1.74071969968833,1.922556281726
733743,-6.72846156830076,-0.58317663370282,-9.92112606489783,0.947842785737762,2.18593343528935,0.338352286894986,0.362825143602825,1.33520490269619,2.59642963406522,NaN,NaN,NaN,NaN
733774,0.141634700666415,-0.367800545067709,3.03308919872016,NaN,2.19571673520421,1.97836828391817,2.37520789640965,2.48867758337166,2.52022202792886,NaN,NaN,NaN,NaN
733805,2.13536921472013,0.950977178770529,4.36325067773424,NaN,2.19571673520421,2.1089457328727,2.12092459480203,1.97338450751167,2.52728822501442,2.4,1.54310688769121,1.54310688769121,1.24517567023172
733833,-1.31164418639749,0.861568387043476,-1.18532464952743,-0.197808329867755,2.11742352314066,0.389936639789276,1.89031035406249,2.01355372197868,2.42396505063392,NaN,NaN,NaN,NaN
733864,1.72284513275613,2.68210251770498,1.20789090263678,NaN,2.05866336083883,0.863689122307322,1.84406237141519,1.74631271335161,2.34835473313122,NaN,NaN,NaN,NaN
733894,1.24559265112261,0.922168404269641,1.76449479917693,NaN,1.97045832743354,0.86968476629232,1.28547123895487,1.59129643998259,2.26302806156859,2.5,1.69246064718857,1.69246064718857,1.45877946735471
733925,7.10208896809625,1.52696662224052,9.91843182652943,-0.699426101206768,1.84291354683671,1.52543005980701,0.753003706499157,1.34542947617318,2.0683560728985,NaN,NaN,NaN,NaN
733955,0.127580854486808,1.03370037487167,-0.357611826186854,NaN,1.60701801774945,-0.105604647497461,0.125753410636258,1.31163890682926,1.90461343647979,NaN,NaN,NaN,NaN
733986,3.47772789975807,1.77538108110511,4.01143174905521,NaN,1.58733491562902,1.46790183552108,1.61243620191173,1.2803287396548,1.75470776122961,2.5,1.78610806539691,1.78610806539691,1.44709344770915
734017,1.94465817747194,2.09936412657719,2.31483056020352,0.429912689035561,1.46915487429897,1.64407319970839,0.91021473217844,1.21938424928579,1.60297916429357,NaN,NaN,NaN,NaN
734047,4.53796966207065,4.41301415681679,3.59692199830235,NaN,1.48886124937506,1.95081350166499,1.18333629617371,0.708234960227762,1.50954571097803,NaN,NaN,NaN,NaN
734078,2.99477333988989,1.0632144166923,4.01159585391717,NaN,1.3705647056112,1.25574280062089,0.514689618966146,0.287101652527903,1.36217186969797,2.2627,1.619741318788,1.619741318788,1.47069818096126
734108,0.706535473350556,1.02479723784192,0.624049385757175,1.3163647861596,1.35083500247923,0.682605847375093,0.459751929152816,0.49453808270188,1.31616196366222,NaN,NaN,NaN,NaN
734139,2.62063856201671,1.76010766962023,0.778226251015823,NaN,1.19285708652738,0.797734782059463,0.677808525120976,0.610896475899497,1.17012910866124,NaN,NaN,NaN,NaN
734170,-0.037757023071805,1.04734896458716,-1.14267585209404,NaN,1.0742096531902,0.00239999759393887,-0.106684742206999,0.414840286543494,1.04932270227268,2.39,1.77246242088935,1.77246242088935,1.52001847263472
734198,1.69789102084756,1.79333138392046,0.39757589507623,1.08599438802877,0.995033085316809,0.146391067501358,-0.286474192055247,0.532897657518725,0.9275236988972,NaN,NaN,NaN,NaN
734229,0.65336210857474,0.609620192782856,0.276016893451114,NaN,0.925702126267685,0.469108305710941,0.451595027144292,0.953153357537556,0.872214902575189,NaN,NaN,NaN,NaN
