DATE	COREFLEXCPIM159SFRBATL	CORESTICKM159SFRBATL	CPIAUCSL	CPILFESL	GS10	GS2	GS20	GS30	GS5	GS7	MEDCPIM158SFRBCLE	PCEPI	PCEPILFE	PCETRIM12M159SFRBDAL	STICKCPIM157SFRBATL	TRMMEANCPIM158SFRBCLE
2008-06-01	0.180186780	2.937696200	217.463	215.424	4.10	2.77	4.74	4.69	3.49	3.73	4.05370089545272000	95.021	94.471	2.60	0.324345000	4.96973149883149000
2008-07-01	0.217260660	3.014254200	219.016	215.965	4.01	2.57	4.62	4.57	3.30	3.60	3.98912873927892000	95.463	94.641	2.69	0.308092000	6.50165973159778000
2008-08-01	0.099283480	3.084505900	218.690	216.393	3.89	2.42	4.53	4.50	3.14	3.46	2.94013128490127000	95.386	94.757	2.63	0.260722000	1.55416199470979000
2008-09-01	-0.218503320	3.076678500	218.877	216.713	3.69	2.08	4.32	4.27	2.88	3.25	3.17438970761372000	95.465	94.854	2.57	0.276352000	2.66357413915833960
2008-10-01	-0.754556150	2.929194900	216.995	216.788	3.81	1.61	4.45	4.17	2.73	3.19	2.20171024216991000	94.835	94.719	2.44	0.179384000	0.12126734664363900
2008-11-01	-1.248529400	2.786462400	213.153	216.947	3.53	1.21	4.27	4.00	2.29	2.82	1.93625366578525000	93.716	94.677	2.35	0.172212000	0.43285639383892105
2008-12-01	-1.935785200	2.630430500	211.398	216.925	2.42	0.82	3.18	2.87	1.52	1.89	0.36348415080054210	93.192	94.631	2.21	0.111329000	0.33892534438064690
2009-01-01	-2.066926000	2.552248100	211.933	217.346	2.52	0.81	3.46	3.13	1.60	1.98	2.40364062502632000	93.203	94.602	2.22	0.207605000	1.99806768368960030
2009-02-01	-1.375668100	2.559494900	212.705	217.792	2.87	0.98	3.83	3.59	1.87	2.30	2.14357605719473000	93.369	94.677	2.22	0.164584000	2.13134115206499030
2009-03-01	-0.942841660	2.453581900	212.495	218.253	2.82	0.93	3.78	3.64	1.82	2.42	1.90828983085518010	93.267	94.745	2.14	0.167937000	0.39069788183681000
2009-04-01	0.225554040	2.376145700	212.709	218.706	2.93	0.93	3.84	3.76	1.86	2.47	1.86117019943739000	93.401	94.957	2.08	0.145632000	0.86742967797612790
2009-05-01	0.110895700	2.288828800	213.022	218.904	3.29	0.93	4.22	4.23	2.13	2.81	1.29376893720741000	93.498	95.030	1.99	0.132696000	0.87347751125790300
2009-06-01	0.214885220	2.089894800	214.790	219.112	3.72	1.18	4.51	4.52	2.71	3.37	0.75584590889346000	94.053	95.151	1.86	0.112182000	1.53712413010110030
2009-07-01	-0.060482810	1.922866900	214.726	219.263	3.56	1.02	4.38	4.41	2.46	3.14	0.12583251339235402	94.063	95.233	1.62	0.109363000	-0.10554890541340000
2009-08-01	0.145856520	1.770193200	215.445	219.496	3.59	1.12	4.33	4.37	2.57	3.21	1.62550610790990000	94.336	95.374	1.60	0.106751000	1.47872842421488000
2009-09-01	1.078715700	1.615895800	215.861	219.920	3.40	0.96	4.14	4.19	2.37	3.02	0.91436978353358600	94.489	95.541	1.48	0.101667000	1.65766245342105000
2009-10-01	2.748441400	1.520996900	216.509	220.501	3.39	0.95	4.16	4.19	2.33	2.96	1.19036541881350000	94.847	95.893	1.50	0.059037000	1.96996621006463980
2009-11-01	3.418217500	1.371491700	217.234	220.666	3.40	0.80	4.24	4.31	2.23	2.92	0.51601642131349200	95.084	95.978	1.38	0.023928000	1.26366035719980000
2009-12-01	4.409710400	1.324861500	217.347	220.881	3.59	0.87	4.40	4.49	2.34	3.07	0.46081040984140600	95.140	96.060	1.36	0.041220000	0.68494091115975900
2010-01-01	4.322902100	1.177001900	217.488	220.633	3.73	0.93	4.50	4.60	2.48	3.21	0.68011084594070700	95.348	96.201	1.20	0.050921000	0.80092516392456010
2010-02-01	3.958658600	1.054847400	217.281	220.731	3.69	0.86	4.48	4.62	2.36	3.12	-0.10662785426794899	95.345	96.285	1.08	0.034576000	0.00240002639411152
2010-03-01	3.360788300	0.931838530	217.353	220.783	3.73	0.96	4.49	4.64	2.43	3.16	-0.28606424629804605	95.480	96.429	1.00	0.044418000	0.14649827153057100
2010-04-01	2.443339200	0.876029780	217.403	220.822	3.85	1.06	4.53	4.69	2.58	3.28	0.45261625417847295	95.532	96.478	0.93	0.079461000	0.47021034129632900
2010-05-01	2.612680900	0.799867800	217.290	220.962	3.42	0.83	4.11	4.29	2.18	2.86	0.27574788971958000	95.562	96.585	0.88	0.070798000	0.17774464549285002
2010-06-01	2.775322800	0.784834730	217.199	221.194	3.20	0.72	3.95	4.13	2.00	2.66	1.26475267675238980	95.522	96.632	0.81	0.100289000	0.58476142714873900
2010-07-01	2.964134200	0.749593220	217.605	221.363	3.01	0.62	3.80	3.99	1.76	2.43	0.63230506844271800	95.604	96.633	0.85	0.071298000	1.24059876382652000
2010-08-01	2.992262900	0.695628610	217.923	221.509	2.70	0.52	3.52	3.80	1.47	2.10	0.43020593403721996	95.735	96.726	0.85	0.070335000	1.00540346272910000
2010-09-01	2.562320700	0.667613600	218.275	221.711	2.65	0.48	3.47	3.77	1.41	2.05	1.53627227687154000	95.830	96.781	0.88	0.087378000	1.66131720677274000
2010-10-01	1.351991400	0.675266240	219.035	221.830	2.54	0.38	3.52	3.87	1.18	1.85	1.12609057107202020	96.135	96.928	0.80	0.064274000	0.96544587804776590
2010-11-01	1.075197600	0.826002010	219.590	222.149	2.76	0.45	3.82	4.19	1.35	2.02	1.31829898066591000	96.327	97.054	0.85	0.145779000	1.62355751312404000
2010-12-01	0.857451530	0.837101320	220.472	222.343	3.29	0.62	4.17	4.42	1.93	2.66	1.39338028075400000	96.545	97.074	0.89	0.053401000	1.56389903321462990
2011-01-01	1.157814400	0.960037130	221.187	222.803	3.39	0.61	4.28	4.52	1.99	2.72	2.27322625990496000	96.835	97.283	1.00	0.176882000	3.01729991950082000
2011-02-01	1.157668400	1.123881600	221.898	223.213	3.58	0.77	4.42	4.65	2.26	2.96	2.81696889792589020	97.105	97.453	1.16	0.195403000	3.13759648260596000
2011-03-01	1.364126100	1.186101400	223.046	223.454	3.41	0.70	4.27	4.51	2.11	2.80	1.74418998266395000	97.496	97.600	1.29	0.127610000	2.74854893299929960
2011-04-01	1.861267500	1.215550000	224.093	223.727	3.46	0.73	4.28	4.50	2.17	2.84	2.24921919600376000	97.908	97.824	1.42	0.127704000	2.53015539489112040
2011-05-01	2.482769100	1.261394900	224.806	224.175	3.17	0.56	4.01	4.29	1.84	2.51	2.30581553962389970	98.206	98.057	1.56	0.120673000	3.76012649257358020
2011-06-01	3.120880300	1.299053200	224.806	224.697	3.00	0.41	3.91	4.23	1.58	2.29	1.92672807632472000	98.186	98.164	1.62	0.147422000	1.83054094108390000
2011-07-01	3.547272200	1.423627500	225.395	225.218	3.00	0.41	3.95	4.27	1.54	2.28	2.53703137566650000	98.353	98.309	1.70	0.194142000	2.52192950004204000
2011-08-01	3.732585800	1.656975100	226.106	225.862	2.30	0.23	3.24	3.65	1.02	1.63	3.17797077169900930	98.584	98.505	1.79	0.287814000	3.41965506841511000
2011-09-01	3.509621000	1.726814500	226.597	226.118	1.98	0.21	2.83	3.18	0.90	1.42	2.49197707942446000	98.723	98.572	1.84	0.141846000	2.53445267644085970
2011-10-01	3.688289900	1.841364700	226.750	226.506	2.15	0.28	2.87	3.13	1.06	1.62	2.02226514469577000	98.725	98.619	1.93	0.171634000	1.60687427772346000
2011-11-01	3.905694500	1.840716800	227.169	226.899	2.01	0.25	2.72	3.02	0.91	1.45	1.84701379887521980	98.928	98.828	1.99	0.156755000	2.31831471124397000
2011-12-01	3.668706600	2.047849900	227.223	227.405	1.98	0.26	2.67	2.98	0.89	1.43	2.37433305779156000	98.984	98.992	2.06	0.245270000	1.77735643550951000
2012-01-01	3.269596500	2.115928500	227.842	227.877	1.97	0.24	2.70	3.03	0.84	1.38	3.19808928450254000	99.323	99.288	2.09	0.260476000	3.08825317774657030
2012-02-01	3.029930300	2.018191200	228.329	228.034	1.97	0.28	2.75	3.11	0.83	1.37	1.68455191336783020	99.545	99.426	2.02	0.105634000	1.03387905979389000
2012-03-01	3.047143200	2.124757700	228.807	228.478	2.17	0.34	2.94	3.28	1.02	1.56	2.42029632056173000	99.735	99.595	2.02	0.210888000	2.33465154002066000
2012-04-01	3.147944500	2.193792800	229.187	228.905	2.05	0.29	2.82	3.18	0.89	1.43	2.28513384278916960	99.866	99.746	1.99	0.178194000	1.90710554186106000
2012-05-01	2.792560600	2.189684300	228.713	229.224	1.80	0.29	2.53	2.93	0.76	1.21	1.73207207221012970	99.754	99.847	1.92	0.118883000	0.99159826801500410
2012-06-01	2.106622300	2.240746800	228.524	229.623	1.62	0.29	2.31	2.70	0.71	1.08	1.92206327761144000	99.704	99.950	1.90	0.194906000	1.85071142124829000
2012-07-01	1.420718700	2.261653100	228.590	229.970	1.53	0.25	2.22	2.59	0.62	0.98	2.08371119432122000	99.740	100.053	1.84	0.213643000	1.00104371842521990
2012-08-01	0.796191010	2.171863200	229.918	230.233	1.68	0.27	2.40	2.77	0.71	1.14	2.42386601913445030	100.075	100.116	1.79	0.195061000	2.35643355917057000
2012-09-01	0.985496090	2.219938500	231.015	230.659	1.72	0.26	2.49	2.88	0.67	1.12	2.28660374272893030	100.379	100.240	1.79	0.185475000	2.24733312431600000
2012-10-01	0.978643550	2.207070500	231.638	231.024	1.75	0.28	2.51	2.90	0.71	1.15	1.87504766315373980	100.677	100.482	1.78	0.150018000	2.42613508048102000
2012-11-01	0.755237990	2.195986900	231.249	231.330	1.65	0.27	2.39	2.80	0.67	1.08	2.07215537879355030	100.609	100.591	1.70	0.138852000	1.70918091256500020
2012-12-01	0.838273030	2.109730500	231.221	231.725	1.72	0.26	2.47	2.88	0.70	1.13	1.79065016566902010	100.593	100.664	1.62	0.167511000	1.29279756976492990
2013-01-01	1.200515900	2.068297100	231.679	232.229	1.91	0.27	2.68	3.08	0.81	1.30	2.74180750368704000	100.787	100.871	1.58	0.197593000	2.03431701447518000
2013-02-01	1.249857100	2.146017000	232.937	232.569	1.98	0.27	2.78	3.17	0.85	1.35	2.45154222786008000	101.156	100.992	1.62	0.172286000	2.32129272563240000
2013-03-01	0.758290680	2.099902500	232.282	232.794	1.96	0.26	2.78	3.16	0.82	1.32	1.21535791179703000	101.023	101.085	1.57	0.173838000	0.84691779117331800
2013-04-01	0.482733710	1.935431900	231.797	232.832	1.76	0.23	2.55	2.93	0.71	1.15	2.08888418599400000	100.944	101.163	1.43	0.040427000	0.67435132576561010
2013-05-01	0.227372350	1.907797000	231.893	232.996	1.93	0.25	2.73	3.11	0.84	1.31	1.95638233225290000	101.010	101.272	1.41	0.085881000	0.93209849408282300
2013-06-01	0.246284150	1.876618900	232.445	233.350	2.30	0.33	3.07	3.40	1.20	1.71	2.13725043962469000	101.228	101.438	1.51	0.157243000	1.88708356441625000
2013-07-01	0.805986740	1.867879000	232.900	233.880	2.58	0.34	3.31	3.61	1.40	1.99	2.00320004740069000	101.354	101.567	1.56	0.206766000	1.95187500594154000
2013-08-01	1.049237100	1.914220200	233.456	234.336	2.74	0.36	3.49	3.76	1.52	2.15	2.14802989891620000	101.510	101.685	1.55	0.229216000	2.49929254620691000
2013-09-01	1.006884800	1.890421100	233.544	234.700	2.81	0.40	3.53	3.79	1.60	2.22	2.23216017314456000	101.550	101.799	1.54	0.151365000	1.76911266861175000
2013-10-01	0.656696440	1.868735600	233.669	234.921	2.62	0.34	3.38	3.68	1.37	1.99	1.16372929089217000	101.722	102.015	1.55	0.136522000	1.15591919304462980
2013-11-01	0.891013970	1.893086600	234.100	235.359	2.72	0.30	3.50	3.80	1.37	2.07	2.60550640737742000	101.881	102.194	1.62	0.170655000	1.93906261567658000
2013-12-01	1.027797700	1.871190400	234.719	235.759	2.90	0.34	3.63	3.89	1.58	2.29	2.84464408227172030	102.084	102.333	1.68	0.147512000	2.18257775847257030
2014-01-01	0.378333350	1.821814500	235.288	235.961	2.86	0.39	3.52	3.77	1.65	2.29	2.40632650352187970	102.278	102.426	1.64	0.144791000	2.66546744126854000
2014-02-01	0.257336400	1.789186300	235.547	236.185	2.71	0.33	3.38	3.66	1.52	2.15	2.35083134647024970	102.338	102.489	1.59	0.151183000	1.44583354834882030
2014-03-01	0.700730710	1.820856700	236.028	236.625	2.72	0.40	3.35	3.62	1.64	2.23	2.85897667543570980	102.543	102.684	1.62	0.208825000	2.32555744222462000
2014-04-01	0.725427620	2.025161200	236.468	237.072	2.71	0.42	3.27	3.52	1.70	2.27	2.21493222879676000	102.742	102.879	1.77	0.214498000	2.48155717961447040
2014-05-01	0.998962880	2.128234500	236.918	237.529	2.56	0.39	3.12	3.39	1.59	2.12	2.54562660708071000	102.919	103.061	1.82	0.179555000	2.42490841713268020
2014-06-01	0.766596800	2.143340900	237.231	237.837	2.60	0.45	3.15	3.42	1.68	2.19	1.31136444111866000	103.035	103.180	1.78	0.172482000	1.30995576523164980
2014-07-01	0.505753200	2.100809400	237.498	238.195	2.54	0.51	3.07	3.33	1.70	2.17	2.40490383837574970	103.190	103.369	1.80	0.177018000	2.29537607800816050
2014-08-01	0.524463130	1.962504200	237.460	238.405	2.42	0.47	2.94	3.20	1.63	2.08	1.75173691535097990	103.177	103.408	1.74	0.118563000	0.79449449066859590
2014-09-01	0.607823570	1.954047000	237.477	238.786	2.53	0.57	3.01	3.26	1.77	2.22	1.93541098458714000	103.203	103.536	1.75	0.161809000	1.61116059833979000
2014-10-01	0.840408580	2.006018700	237.430	239.191	2.30	0.45	2.77	3.04	1.55	1.98	2.42895655112680000	103.177	103.629	1.73	0.187618000	1.65758941631036020
2014-11-01	0.284456070	2.004365700	236.983	239.458	2.33	0.53	2.76	3.04	1.62	2.03	2.25631054100233000	103.098	103.740	1.70	0.185120000	1.04862239119379000
2014-12-01	-0.262759530	1.971125900	236.252	239.584	2.21	0.64	2.55	2.83	1.64	1.98	2.38339424556420000	102.940	103.837	1.67	0.121445000	1.48294890279406000
2015-01-01	-0.276259290	1.985653000	234.747	239.811	1.88	0.55	2.20	2.46	1.37	1.67	1.94752959883826000	102.465	103.816	1.57	0.161996000	0.83634247931654300
2015-02-01	0.110910500	1.981996900	235.342	240.172	1.98	0.62	2.34	2.57	1.47	1.79	1.95449451571832000	102.634	103.920	1.62	0.149914000	1.68379963145414970
2015-03-01	0.398622540	1.999137100	235.976	240.755	2.04	0.64	2.41	2.63	1.52	1.84	2.43333592636743000	102.831	104.080	1.62	0.213702000	2.22159992565298000
2015-04-01	0.432972790	2.063123600	236.222	241.346	1.94	0.54	2.33	2.59	1.35	1.69	2.96265053867684000	102.910	104.256	1.62	0.268010000	2.10622751637223970
2015-05-01	0.031159540	2.066886900	237.001	241.688	2.20	0.61	2.69	2.96	1.54	1.93	2.50129109910950000	103.156	104.385	1.60	0.190219000	1.80469286785847020
2015-06-01	-0.047914180	2.114732600	237.657	242.064	2.36	0.69	2.85	3.11	1.68	2.10	2.97239956431091960	103.356	104.511	1.62	0.212142000	2.39029554030881000
2015-07-01	0.188863560	2.141447700	238.034	242.565	2.32	0.67	2.77	3.07	1.63	2.04	1.92202530060316980	103.441	104.603	1.59	0.180329000	1.98573272598919020
2015-08-01	0.116559640	2.180239800	238.033	242.817	2.17	0.70	2.55	2.86	1.54	1.91	1.63579063211565000	103.442	104.679	1.62	0.143642000	1.27138874504088980
2015-09-01	-0.131138500	2.279431000	237.498	243.316	2.17	0.71	2.62	2.95	1.49	1.88	2.99841569275871980	103.289	104.814	1.61	0.267515000	2.61884380479440000
2015-10-01	-0.453087220	2.346210900	237.733	243.768	2.07	0.64	2.50	2.89	1.39	1.76	2.28316449144805000	103.274	104.829	1.56	0.252081000	1.62615212585318000
2015-11-01	-0.145771050	2.405260600	238.017	244.241	2.26	0.88	2.69	3.03	1.67	2.02	2.26548060012650000	103.337	104.940	1.52	0.213377000	1.54727920875484020
2015-12-01	0.064845940	2.443687400	237.761	244.547	2.24	0.98	2.61	2.97	1.70	2.04	1.83471969623819000	103.253	105.009	1.51	0.147350000	0.77101915684827400
2016-01-01	0.347439150	2.466722200	237.652	244.955	2.09	0.90	2.49	2.86	1.52	1.85	2.70841659132004000	103.306	105.204	1.63	0.204903000	1.63573088084201010
2016-02-01	0.431256060	2.544209200	237.336	245.510	1.78	0.73	2.20	2.62	1.22	1.53	2.53771440127248000	103.242	105.369	1.63	0.210409000	2.03277276190412030
2016-03-01	-0.008521150	2.531878000	238.080	245.913	1.89	0.88	2.28	2.68	1.38	1.68	2.22200455864592000	103.481	105.521	1.64	0.205658000	1.95789064861109000
2016-04-01	0.068036910	2.537996000	238.992	246.551	1.81	0.77	2.21	2.62	1.26	1.57	3.82547788330950980	103.823	105.786	1.68	0.275271000	3.00602442574667000
2016-05-01	0.560379660	2.571157200	239.557	247.137	1.81	0.82	2.22	2.63	1.30	1.60	3.28051918804040000	103.977	105.948	1.70	0.215751000	2.62210826541662000
2016-06-01	0.640134110	2.568902200	240.222	247.540	1.64	0.73	2.02	2.45	1.17	1.44	2.10339046055212000	104.175	106.077	1.68	0.210509000	2.09548758450182000
2016-07-01	-0.071695060	2.575851200	240.101	247.829	1.50	0.67	1.82	2.23	1.07	1.33	2.49016471097936000	104.218	106.257	1.71	0.200077000	1.89341445249174000
2016-08-01	0.047009440	2.722806400	240.545	248.423	1.56	0.74	1.89	2.26	1.13	1.40	2.74257089079208030	104.374	106.456	1.75	0.273048000	2.33658444795919000
2016-09-01	0.293412210	2.632103200	241.176	248.842	1.63	0.77	2.02	2.35	1.18	1.46	2.49832933493122000	104.555	106.579	1.79	0.160794000	2.47700554057593040
2016-10-01	0.616220020	2.509518400	241.741	249.142	1.76	0.84	2.17	2.50	1.27	1.56	2.01802556175075000	104.786	106.737	1.88	0.135409000	1.81699442066190000
2016-11-01	0.124975500	2.525801300	242.026	249.481	2.14	0.98	2.54	2.86	1.60	1.93	2.45883151623452000	104.826	106.789	1.92	0.221278000	1.94202523210471980
2016-12-01	0.076199400	2.594944000	242.637	249.920	2.49	1.20	2.84	3.11	1.96	2.29	2.03838510774881000	105.017	106.929	1.97	0.214930000	1.93831145020166980
2017-01-01	0.099508500	2.661562000	243.618	250.467	2.43	1.21	2.75	3.02	1.92	2.23	3.43630577482943000	105.408	107.205	2.02	0.265370000	3.15979539156552040
2017-02-01	-0.051493300	2.674460000	244.006	250.998	2.42	1.20	2.76	3.03	1.90	2.22	3.29234633875322040	105.570	107.414	1.99	0.222830000	2.60709730851716030
2017-03-01	-0.051167900	2.453344000	243.892	250.944	2.48	1.31	2.83	3.08	2.01	2.30	1.91438367511723000	105.512	107.364	1.93	0.008140000	1.01084847440573000
2017-04-01	0.075016700	2.252170000	244.193	251.227	2.30	1.24	2.67	2.94	1.82	2.10	1.55365836257901010	105.744	107.620	1.88	0.096820000	0.98968770662453090
2017-05-01	-0.443628300	2.155911000	244.004	251.430	2.30	1.30	2.70	2.96	1.84	2.11	2.11321887098435020	105.714	107.719	1.80	0.123200000	1.22328126954885000
2017-06-01	-0.621535500	2.138530000	244.163	251.746	2.19	1.34	2.54	2.80	1.77	2.01	1.89683378620466980	105.815	107.876	1.79	0.183470000	1.07799608654779000
2017-07-01	-0.851769000	2.146769000	244.243	251.985	2.32	1.37	2.65	2.88	1.87	2.13	2.12209368341407020	105.842	107.941	1.73	0.205880000	1.58508722856878000
2017-08-01	-0.674155000	2.089832000	245.183	252.535	2.21	1.34	2.55	2.80	1.78	2.03	2.27475798765204030	106.093	108.074	1.74	0.231210000	2.22266560783899000
2017-09-01	-1.195272000	2.106697000	246.435	252.812	2.20	1.38	2.53	2.78	1.80	2.03	2.87025677144830000	106.491	108.215	1.74	0.188040000	1.85207835609501980
2017-10-01	-0.568017000	2.192819000	246.626	253.526	2.36	1.55	2.65	2.88	1.98	2.20	2.42496302403465020	106.648	108.499	1.73	0.209770000	2.00286224326727020
2017-11-01	-0.307101700	2.115031000	247.284	253.816	2.35	1.70	2.60	2.80	2.05	2.23	2.42039295861358000	106.825	108.582	1.76	0.162860000	1.96346280426647010
2017-12-01	-0.180385000	2.125472000	247.805	254.344	2.40	1.84	2.60	2.77	2.18	2.32	2.95574718908234000	106.980	108.742	1.77	0.230230000	2.51067435600119000
2018-01-01	0.225363500	2.166305000	248.859	255.204	2.58	2.03	2.73	2.88	2.38	2.51	4.17000041826154000	107.362	109.080	1.80	0.297420000	3.81400591857548000
2018-02-01	0.313011600	2.131896000	249.529	255.711	2.86	2.18	3.02	3.13	2.60	2.78	2.01327934554867000	107.625	109.311	1.83	0.198350000	2.57482247947696000
2018-03-01	0.583850400	2.369197000	249.577	256.271	2.84	2.28	2.97	3.09	2.63	2.77	1.96190007372538980	107.777	109.562	1.88	0.213850000	1.57753819168385000
2018-04-01	0.088059400	2.493423000	250.227	256.630	2.87	2.38	2.96	3.07	2.70	2.82	2.93200914809488000	107.988	109.750	1.84	0.208500000	2.11143399558025000
2018-05-01	0.639546500	2.544991000	250.792	257.145	2.98	2.51	3.05	3.13	2.82	2.93	2.98183255084012040	108.193	109.956	1.95	0.182070000	2.31379480770724030
2018-06-01	0.409330600	2.553219000	251.018	257.399	2.91	2.53	2.98	3.05	2.78	2.87	2.63211788853712040	108.317	110.073	1.98	0.206340000	2.00379349547510000
2018-07-01	0.813404200	2.519634000	251.214	257.699	2.89	2.61	2.94	3.01	2.78	2.85	2.11149391449985000	108.417	110.219	2.02	0.169560000	1.49878819934490000
2018-08-01	0.332982500	2.432878000	251.663	257.891	2.89	2.64	2.97	3.04	2.77	2.84	2.29671128678510030	108.502	110.246	2.00	0.142010000	1.94181267698123980
2018-09-01	0.699893700	2.461933000	252.182	258.368	3.00	2.77	3.08	3.15	2.89	2.96	2.33372335554622050	108.738	110.476	2.02	0.210880000	2.18018423722481000
2018-10-01	0.454240800	2.414988000	252.772	258.917	3.15	2.86	3.27	3.34	3.00	3.09	2.60626268747923000	108.924	110.626	2.00	0.166820000	2.37117070880954000
2018-11-01	0.717906800	2.476794000	252.594	259.439	3.12	2.86	3.27	3.36	2.95	3.04	3.72376360170077050	108.969	110.831	2.05	0.226620000	2.65879065082772040
2018-12-01	1.052102000	2.464370000	252.767	260.063	2.83	2.68	2.98	3.10	2.68	2.75	2.91177701505443040	108.991	111.009	2.04	0.233590000	3.15378306316600000
2019-01-01	1.021019000	2.385533000	252.718	260.686	2.71	2.54	2.89	3.04	2.54	2.61	3.23099390584713000	108.977	111.134	1.92	0.226550000	2.58917208391824970
2019-02-01	0.729380000	2.376648000	253.322	261.067	2.68	2.50	2.87	3.02	2.49	2.57	3.02451212422616000	109.146	111.207	1.95	0.199510000	2.07371862984860000
2019-03-01	0.358046200	2.399684000	254.202	261.537	2.57	2.41	2.80	2.98	2.37	2.47	3.20714449630922970	109.443	111.350	1.98	0.237000000	2.70688134544756000
2019-04-01	0.515361100	2.407927000	255.211	261.976	2.53	2.34	2.76	2.94	2.33	2.43	2.27749688732325950	109.780	111.650	2.13	0.217760000	1.94136399847635000
2019-05-01	0.034092100	2.397230000	255.290	262.304	2.40	2.21	2.63	2.82	2.19	2.29	2.55853514567627950	109.856	111.773	2.03	0.167820000	1.09688975142808000
2019-06-01	0.665562000	2.421751000	255.159	262.859	2.07	1.81	2.36	2.57	1.83	1.95	3.80734521449875000	109.935	112.000	2.00	0.237510000	1.97021738001686000
2019-07-01	0.784399400	2.460848000	255.685	263.313	2.06	1.84	2.36	2.57	1.83	1.93	2.46904799465197030	110.094	112.157	2.05	0.216640000	2.58854785542058030
2019-08-01	1.022406000	2.629246000	256.059	263.975	1.63	1.57	1.91	2.12	1.49	1.55	2.46282907957729020	110.132	112.270	2.07	0.293990000	2.28335947788074020
2019-09-01	1.082734000	2.606767000	256.511	264.425	1.70	1.65	1.97	2.16	1.57	1.64	3.15065520259390000	110.207	112.339	2.00	0.187110000	2.33697480984452000
2019-10-01	0.282057800	2.733341000	257.244	264.940	1.71	1.55	2.00	2.19	1.53	1.62	2.52571941441360000	110.423	112.496	2.01	0.282370000	3.18333015551138000
2019-11-01	0.158559100	2.768217000	257.803	265.484	1.81	1.61	2.13	2.28	1.64	1.74	3.45027019634134000	110.469	112.524	1.92	0.240220000	3.18952967483605980
2019-12-01	-0.228661700	2.746361000	258.616	265.924	1.86	1.61	2.16	2.30	1.68	1.79	2.61233046409994000	110.736	112.772	1.91	0.205790000	2.58661994207487030
2020-01-01	-0.475644900	2.797067000	259.037	266.626	1.76	1.52	2.07	2.22	1.56	1.67	3.20697563356733000	110.944	113.008	2.01	0.277530000	2.84935098082800970
2020-02-01	0.079911400	2.812936000	259.248	267.283	1.50	1.33	1.81	1.97	1.32	1.42	2.70863053554713000	111.070	113.206	2.01	0.203680000	2.33467672842573000
2020-03-01	-0.634652600	2.647379000	258.124	267.090	0.87	0.45	1.26	1.46	0.59	0.78	2.96654438067967000	110.824	113.143	1.92	0.095660000	1.86423033864909020
2020-04-01	-2.617470000	2.226352000	256.092	265.771	0.66	0.22	1.06	1.27	0.39	0.55	1.96837350231595990	110.237	112.668	1.74	-0.162080000	0.10926394203458802
2020-05-01	-3.086147000	2.084208000	255.868	265.574	0.67	0.17	1.12	1.38	0.34	0.53	2.89504426558853000	110.353	112.819	1.84	0.060470000	2.52872777368356030
2020-06-01	-3.282318000	2.058146000	256.986	265.952	0.73	0.19	1.27	1.49	0.34	0.55	1.68037017264615000	110.746	113.051	1.83	0.229560000	1.73938272251535000
2020-07-01	-2.333087000	2.348857000	258.278	267.352	0.62	0.15	1.09	1.31	0.28	0.46	3.61082947310352000	111.072	113.425	1.86	0.487650000	3.71011292410225970
2020-08-01	-0.778592500	2.288978000	259.411	268.469	0.65	0.14	1.14	1.36	0.27	0.46	2.23572327671315000	111.411	113.782	1.86	0.249040000	2.99104002301211000
2020-09-01	0.661298300	2.077391000	260.029	268.938	0.68	0.13	1.21	1.42	0.27	0.46	1.13393304399887020	111.613	113.979	1.89	0.027610000	1.53991472353350020
2020-10-01	1.349880000	1.842159000	260.286	269.236	0.79	0.15	1.34	1.57	0.34	0.55	1.83845624148977000	111.648	114.017	1.80	0.087690000	1.66742200928622000
2020-11-01	1.517065000	1.798587000	260.813	269.901	0.87	0.17	1.40	1.62	0.39	0.63	1.21891052470624000	111.666	114.048	1.76	0.207200000	1.78771613414247990
2020-12-01	1.883086000	1.716599000	262.035	270.267	0.93	0.14	1.47	1.67	0.39	0.66	1.62448214272382030	112.150	114.422	1.76	0.138200000	2.66589325285700000
2021-01-01	1.942252000	1.517012000	262.650	270.383	1.08	0.13	1.63	1.82	0.45	0.77	1.52430226027722000	112.583	114.782	1.73	0.093470000	0.98521726117124500
2021-02-01	1.159797000	1.527009000	263.638	270.727	1.26	0.12	1.88	2.04	0.54	0.91	2.81039071350004030	112.961	114.975	1.74	0.192010000	2.64870151834864000
2021-03-01	2.520636000	1.706984000	264.914	271.526	1.61	0.15	2.24	2.34	0.82	1.27	2.35665125777085030	113.632	115.457	1.82	0.251660000	2.96402292470999000
2021-04-01	8.166115000	2.262331000	266.670	273.615	1.64	0.16	2.20	2.30	0.86	1.31	2.74581494407620000	114.238	116.186	1.94	0.341950000	4.03895833816845000
2021-05-01	12.049760000	2.623164000	268.444	275.654	1.62	0.16	2.22	2.32	0.82	1.28	3.33847353905972000	114.819	116.787	2.04	0.389180000	4.43178728118279000
2021-06-01	16.511920000	2.588579000	270.559	277.676	1.52	0.20	2.09	2.16	0.84	1.23	3.16949327064575040	115.458	117.349	2.10	0.220470000	4.75903099636785000
2021-07-01	16.530790000	2.315464000	271.764	278.522	1.32	0.22	1.87	1.94	0.76	1.07	3.58104546874516000	115.986	117.811	2.16	0.281250000	4.79370988710843000
